t,firm_id,firm_name,inbound_units,outbound_units,open_orders
1,0,firm0,0.0,0.0,2
1,1,firm1,0.0,0.0,0
1,2,firm2,0.0,0.0,0
1,3,firm4,0.0,0.0,2
1,4,firm5,0.0,0.0,8
1,5,firm6,0.0,0.0,7
1,6,firm7,0.0,0.0,2
1,7,firm8,0.0,0.0,0
1,8,firm9,0.0,0.0,0
1,9,firm10,0.0,0.0,0
1,10,firm11,0.0,0.0,0
1,11,firm12,0.0,0.0,0
1,12,firm13,0.0,0.0,0
1,13,firm14,0.0,0.0,0
1,14,firm16,0.0,0.0,0
1,15,firm17,0.0,0.0,0
1,16,firm18,0.0,0.0,4
1,17,firm19,0.0,0.0,8
1,18,firm20,0.0,0.0,0
1,19,firm21,0.0,0.0,2
1,20,firm23,0.0,0.0,0
1,21,firm24,0.0,0.0,0
1,22,firm25,0.0,0.0,2
1,23,firm29,0.0,0.0,26
1,24,firm30,0.0,0.0,1
1,25,firm31,0.0,0.0,0
1,26,firm32,0.0,0.0,6
1,27,firm33,0.0,0.0,3
1,28,firm34,0.0,0.0,1
1,29,firm36,0.0,0.0,3
1,30,firm37,0.0,0.0,2
1,31,firm39,0.0,0.0,0
1,32,firm40,0.0,0.0,0
1,33,firm42,0.0,0.0,8
1,34,firm43,0.0,0.0,0
1,35,firm44,0.0,0.0,9
1,36,firm45,0.0,0.0,1
1,37,firm46,0.0,0.0,3
1,38,firm47,0.0,0.0,0
1,39,firm48,0.0,0.0,1
1,40,firm49,0.0,0.0,3
1,41,firm50,0.0,0.0,7
1,42,firm52,0.0,0.0,1
1,43,firm53,0.0,0.0,10
1,44,firm54,0.0,0.0,0
1,45,firm55,0.0,0.0,0
1,46,firm56,0.0,0.0,0
1,47,firm57,0.0,0.0,12
1,48,firm58,0.0,0.0,0
1,49,firm59,0.0,0.0,1
1,50,firm60,0.0,0.0,0
1,51,firm61,0.0,0.0,1
1,52,firm64,0.0,0.0,6
1,53,firm66,0.0,0.0,3
1,54,firm67,0.0,0.0,9
1,55,firm68,0.0,0.0,7
1,56,firm69,0.0,0.0,1
1,57,firm70,0.0,0.0,9
1,58,firm71,0.0,0.0,0
1,59,firm72,0.0,0.0,1
1,60,firm73,0.0,0.0,3
1,61,firm74,0.0,0.0,1
1,62,firm76,0.0,0.0,26
1,63,firm77,0.0,0.0,3
1,64,firm78,0.0,0.0,10
1,65,firm80,0.0,0.0,5
1,66,firm82,0.0,0.0,1
1,67,firm83,0.0,0.0,3
1,68,firm84,0.0,0.0,5
1,69,firm86,0.0,0.0,11
1,70,firm87,0.0,0.0,1
1,71,firm88,0.0,0.0,7
1,72,firm89,0.0,0.0,1
1,73,firm90,0.0,0.0,33
1,74,firm91,0.0,0.0,32
1,75,firm92,0.0,0.0,9
1,76,firm93,0.0,0.0,0
1,77,firm94,0.0,0.0,0
1,78,firm95,0.0,0.0,14
1,79,firm96,0.0,0.0,3
1,80,firm99,0.0,0.0,0
1,81,firm100,0.0,0.0,6
1,82,firm101,0.0,0.0,6
1,83,firm102,0.0,0.0,3
1,84,firm103,0.0,0.0,1
1,85,firm106,0.0,0.0,9
1,86,firm107,0.0,0.0,4
1,87,firm109,0.0,0.0,5
1,88,firm110,0.0,0.0,0
1,89,firm111,0.0,0.0,0
1,90,firm113,0.0,0.0,3
1,91,firm115,0.0,0.0,0
1,92,firm116,0.0,0.0,7
1,93,firm117,0.0,0.0,1
1,94,firm118,0.0,0.0,0
